SORTED	LEFT	MATCH	RIGHT	ID
the department transferred as supervisor to the...	... became New Spool Weaving Supervisor in 1969 and on the	closure of	the department transferred as Supervisor to the...	HS3.s677
the depot as a running-shed in 1963, when they were...	... the North Stations and Fleetwood service until the	closure of	the depot as a running-shed in 1963, when they were...	B09.s1002
the depot railway system is mourned by not only the...	The	closure of	the Depot Railway System is mourned by not only the...	HHM.s177
the derwent ironworks co. which owed the bank...	... Bank, which failed in 1857, he managed to avert the	closure of	the Derwent Ironworks Co. which owed the Bank...	GT9.s976
the dewar 's bottling plant in the city, which employs...	It follows the announcement of the	closure of	the Dewar 's bottling plant in the city, which employs...	K5H.s2238
the docks, had produced all the symptoms of a...	... the 1920s, accelerated in the postwar period by the	closure of	the docks, had produced all the symptoms of a...	CCR.s12
the dockyard and it was divided into three parts.	In 1982 the Government announced the	closure of	the dockyard and it was divided into three parts.	FCR.s208
the doncaster-gainsborough line was a surprise for...	... announcement by BR in 1989 that it was proposing	closure of	the Doncaster-Gainsborough line was a surprise for...	A11.s1455
the donnington depot railway	THE	CLOSURE OF	THE DONNINGTON DEPOT RAILWAY	HHM.s130
the efficacy gap at four weeks was because of the...	It is possible that the	closure of	the efficacy gap at four weeks was because of the...	HU4.s2182
the entire euro-dollar market.	Assume the most drastic situation, complete	closure of	the entire euro-dollar market.	B1W.s1598
the evening citizen meant that no town outside london...	The two others continued till 1973, when the	closure of	the Evening Citizen meant that no town outside London...	CRY.s681
the evening standard ( 1987 ), the launch and demise...	... to the Canadian Conrad Black, the re-launch and	closure of	the Evening Standard ( 1987 ), the launch and demise...	CMB.s859
the eyes only occurs in two contexts: sleep and...	Full	closure of	the eyes only occurs in two contexts: sleep and...	BMG.s243
the factory ]... may be required on the part of a...	... " I do not question that such a drastic step [	closure of	the factory ]... may be required on the part of a...	FAU.s2291
the factory where some of the most famous aircraft in...	... yesterday axed 3,000 jobs — and announced the	closure of	the factory where some of the most famous aircraft in...	CH2.s8329
the ferry services to heysham and glasgow.	... to cut the last of its rail links to Belfast and the	closure of	the ferry services to Heysham and Glasgow.	APP.s694
the file of the prisoners and the hostages ".	... " be the prelude for the next stage to speed up the	closure of	the file of the prisoners and the hostages ".	HLB.s2234
the first phase.	... by P. Gurrey in 1931 can serve as an indicator of the	closure of	the first phase.	EWR.s714
the first trading office in latin america, iuzhamtorg...	... to early Soviet initiatives in the area, notably the	closure of	the first trading office in Latin America, Iuzhamtorg...	G1R.s33
the former hospital, which housed a preponderance of...	... St Wulstan 's to Powick, in order to bring about the	closure of	the former hospital, which housed a preponderance of...	CS7.s684
the former young 's plant in anderston, will be phased...	The	closure of	the former Young 's plant in Anderston, will be phased...	K5D.s10309
the french border in march was followed, in april, by...	... doors began to close on Franco 's Spain, as the	closure of	the French border in March was followed, in April, by...	HPV.s976
the french consulate in canton, and a freeze on...	This ended in the	closure of	the French Consulate in Canton, and a freeze on...	CNV.s196
the frontiers with yugoslavia and hungary.	... Soviet Union and Bulgaria, in addition to the earlier	closure of	the frontiers with Yugoslavia and Hungary.	AA5.s765
the gainsborough central-wrawby junction, barnetby,...	A test case was the proposed	closure of	the Gainsborough Central-Wrawby Junction, Barnetby,...	A11.s1454
the gainsborough plant.	... in the bread market and the temporary impact of the	closure of	the Gainsborough plant.	K59.s901
the gc main line between sheffield and london...	Almost unbelievably it is 25 years since	closure of	the GC main line between Sheffield and London...	AMR.s8
the gc main line north of nottingham, track lifting...	Upon	closure of	the GC main line north of Nottingham, track lifting...	AMR.s556
the government 's biggest ever share give-away, sheila...	WITH moments to spare before the	closure of	the Government 's Biggest Ever Share Give-Away, Sheila...	A8X.s236
the granada tv rental service centre in kirkby, it was...	UP to 200 jobs will be lost with the	closure of	the Granada TV Rental service centre in Kirkby, it was...	K97.s13835
the graveyards at spa fields, st botolph bishopsgate...	... correspondent wrote to the newspaper concerning the	closure of	the graveyards at Spa Fields, St Botolph Bishopsgate...	CBJ.s874
the gulf was based on the same data as those...	... observers and interest groups ) of a possible	closure of	the Gulf was based on the same data as those...	HRE.s763
the haddock fishery as unacceptable, provoking...	Their association has described the early	closure of	the haddock fishery as unacceptable, provoking...	A2A.s496
the half-dozen or so schools which had opened.	... approval, a combination of factors forced the	closure of	the half-dozen or so schools which had opened.	B1T.s486
the hides gas plant in which bp has a 95 per cent...	... after three pm on Friday 20 August, forcing the	closure of	the Hides gas plant in which BP has a 95 per cent...	HB2.s466
the hong kong stock exchange and the subsequent arrest...	... market crash which had led to a controversial four-day	closure of	the Hong Kong stock exchange and the subsequent arrest...	HKX.s2196
the hospital and the terms upon which a feasibility...	... of services for the mentally ill, the projected	closure of	the Hospital and the terms upon which a Feasibility...	CS7.s1021
the hospital on us," he said.	... Trust and I have a nasty feeling they will spring a	closure of	the hospital on us," he said.	K55.s4901
the hospital was also widespread.	Within the Friern catchment area debate about the	closure of	the hospital was also widespread.	CS7.s1098
the hospital which was confirmed last week after...	... as a hundred and fifty jobs could be lost with the	closure of	the hospital which was confirmed last week after...	KM3.s240
the hospital.	... health centres and former hospital buildings after the	closure of	the hospital.	CS7.s56
the hospitals has proved too tempting an opportunity...	The	closure of	the hospitals has proved too tempting an opportunity...	HH3.s8374
the iapetus ocean in the lower palaeozoic.	... in two contrasting terrains generated by the	closure of	the Iapetus Ocean in the Lower Palaeozoic.	CFW.s969
the iapetus ocean was complete by late silurian to...		Closure of	the Iapetus Ocean was complete by late Silurian to...	E9X.s47
the indian embassy.	In May 1990 the Fijian government ordered the	closure of	the Indian embassy.	HLD.s5607
the indian museum in 1947.	... 's holdings of Indian art, mostly in store since the	closure of	the Indian Museum in 1947.	EBW.s10
the institution after discussions with president...	... of Zimbabwe, Walter Kamba, has ordered the indefinite	closure of	the institution after discussions with President...	A2W.s240
the interchurch media programme ( imp ), which he...	Mr Spong is currently overseeing the	closure of	the Interchurch Media Programme ( IMP ), which he...	EBH.s350
the ipswich site, but nevertheless, such opportunities...	... of these were at the expense of people affected by the	closure of	the Ipswich site, but nevertheless, such opportunities...	HRT.s228
the israeli-occupied territories during the gulf war...	... days, the longest quarantine period since the 40-day	closure of	the Israeli-occupied territories during the Gulf war...	HLL.s2295
the issue from dec. 21.	... been reflected in a decision to extend the scheduled	closure of	the issue from Dec. 21.	HL3.s2231
the knowledge gap " was noted by blumler and mcquail (...	Such short-term "	closure of	the knowledge gap " was noted by Blumler and McQuail (...	A62.s434
the kozloduy nuclear power station [ see pp. 38350;...	... 's problem of electricity shortages after the partial	closure of	the Kozloduy nuclear power station [ see pp. 38350;...	HLD.s1700
the large institutions, though in a more controlled...	... the clear commitment to continue with the policy of	closure of	the large institutions, though in a more controlled...	FYW.s301
the large, asylum style psychiatric hospitals, not...	Community mental health care does imply the	closure of	the large, asylum style psychiatric hospitals, not...	FT5.s1135
the last remaining ward in worksop 's old victoria...	One impending move is the	closure of	the last remaining ward in Worksop 's old Victoria...	EA0.s1833
the less popular school and thus reduces educational...	This creates grounds for	closure of	the less popular school and thus reduces educational...	FP4.s325
the leyland volvo bus manufacturing plant in...	... should have urgent consideration, namely," The	closure of	the Leyland Volvo bus manufacturing plant in...	HHX.s6790
the licensed premises and any such order shall specify...	... in subsection ( 1 ) above, the board may order the	closure of	the licensed premises and any such order shall specify...	G3J.s919
the lift nine years later.	... references in the Committee Minutes before the	closure of	the lift nine years later.	AMN.s382
the line and this use has been regularised by way of...	The track has been used as a walkway since the	closure of	the line and this use has been regularised by way of...	GXJ.s404
the line in 1964, the building became private property...	Following the	closure of	the line in 1964, the building became private property...	CJ8.s179
the line in 1966.	... Down who looked after Binegar from 1944 until the	closure of	the line in 1966.	CJ4.s434
the line, new class 37 no.	Just before	closure of	the line, new class 37 No.	AMR.s107
the line, there was the occasional train into hyde 's...	After	closure of	the line, there was the occasional train into Hyde 's...	AMR.s113
the local school will be correspondingly profound.	The loss of such personnel through	closure of	the local school will be correspondingly profound.	ALE.s166
the local school.	... ways in which community life would suffer through the	closure of	the local school.	BMP.s581
the loss-making magazine division, which helped...	The fall in turnover reflected last year 's	closure of	the loss-making magazine division, which helped...	AJ2.s499
the magazine, which has built a reputation for...	... up to £200,000, the award seemed likely to force the	closure of	the magazine, which has built a reputation for...	AHA.s5
the main london office.	... Yearbook and Britannica Extension Service after the	closure of	the main London office.	J2B.s901
the main road at its base.	This susceptibility led to the	closure of	the main road at its base.	CHK.s366
the manchester-sheffield/wath 1,500v dc freight route...	The	closure of	the Manchester-Sheffield/Wath 1,500V DC freight route...	A11.s1533
the meeting to the press and public at the end of the...	... and personal interests, so perhaps I can propose the	closure of	the meeting to the press and public at the end of the...	JA5.s487
the military areas is available from the national park...	Information on the	closure of	the military areas is available from the National Park...	CMD.s1384
the mine and independence for bougainville, an area...	... operation had escalated to include the permanent	closure of	the mine and independence for Bougainville, an area...	HKP.s1069
the mines will deny us access to hundreds of years of...	... exhaustion of our resources while the subsequent	closure of	the mines will deny us access to hundreds of years of...	HDT.s337
the mines.	The	closure of	the mines.	KDM.s6322
the ministry 's regional offices after 1954.	... the regional thrust lost ground, symbolically with the	closure of	the Ministry 's regional offices after 1954.	G05.s1567
the monasteries, they did not show it openly...	If Sussex people were greatly upset by the	closure of	the monasteries, they did not show it openly...	CB6.s671
the more dangerous plants.	... Union [ see above ], calls have increased for the	closure of	the more dangerous plants.	J35.s460
the morland 's abingdon brewery and up to a hundred...	A successful takeover would mean the	closure of	the Morland 's Abingdon brewery and up to a hundred...	K1R.s1995
the much decayed ex-north london railway terminus at...	The redevelopment of Liverpool Street involved the	closure of	the much decayed ex-North London Railway terminus at...	A11.s873
the museum and the abolition of the plan for the...	As a result, both the	closure of	the museum and the abolition of the plan for the...	EBV.s569
the museum of art and industry after world war ii,...	Following the	closure of	the Museum of Art and Industry after World War II,...	EBT.s1189
the neural tube, so abnormalities in the development...	As spina bifida can result from incomplete	closure of	the neural tube, so abnormalities in the development...	ASL.s264
the news chronicle, the sunday dispatch and several...	Taking account too of the	closure of	the News Chronicle, the Sunday Dispatch and several...	CRY.s583
the north and south works, things were very uncertain.	When they announced the	closure of	the North and South Works, things were very uncertain.	K1K.s2456
the nuclear plants will hit hardest: electricity, its...	He looked at the sectors of the power industry that the	closure of	the nuclear plants will hit hardest: electricity, its...	ANX.s2091
the nuclear reprocessing plant at sellafield, on the...	... Flynn, the Irish Environment Minister, called for the	closure of	the nuclear reprocessing plant at Sellafield, on the...	HKS.s1845
the nuffield orthopaedic centre, where the university...	In addition, one option also envisages the	closure of	the Nuffield Orthopaedic Centre, where the University...	J2D.s245
the nursery -but the stock could only be sold for...	The disclosure has led to the	closure of	the nursery -but the stock could only be sold for...	A8K.s826
the nurses ' home, said mark shackell, the trust 's...	Dates have yet to be finalised for the	closure of	the nurses ' home, said Mark Shackell, the trust 's...	E9T.s617
the ocean separating north africa and southern europe...	... at least the Cenozoic, and the Alpine region where the	closure of	the ocean separating North Africa and southern Europe...	J0T.s542
the office in washington dc.	... numbers have been cut by a quarter, including the	closure of	the office in Washington DC.	A8U.s262
the office in washington dc.	... numbers have been cut by a quarter, including the	closure of	the office in Washington DC.	A8V.s6
the office or factory where you work at present will...	... clause, which covers the move to a new base, the mere	closure of	the office or factory where you work at present will...	B08.s873
the offices at hanley.	... of Johnson Brothers will not necessarily mean the	closure of	the offices at Hanley.	HBC.s106
the oil pipeline across syria which deprived the...	Iraq has suffered from the	closure of	the oil pipeline across Syria which deprived the...	AT8.s961
the ok tedi mine ( the most important copper and gold...	... 's problems were aggravated by the temporary	closure of	the Ok Tedi mine ( the most important copper and gold...	HKP.s1077
the old dockyard.	... consideration in 1983 was to fill the void left by the	closure of	the old dockyard.	FCR.s375
the old floor maltings, took over as manager.	... becoming assistant manager, and in 1968, after the	closure of	the old floor maltings, took over as manager.	HRT.s1983
the panguna copper mine or bougainville which had...	... Paul Pora was unexpectedly expansionist given the	closure of	the Panguna copper mine or Bougainville which had...	HL1.s2190
the paris office was initiated by a management team...	The	closure of	the Paris office was initiated by a management team...	CTK.s266
the party newspapers, on the other hand, was then...	The	closure of	the party newspapers, on the other hand, was then...	CDU.s1138
the petersfield court.	... be moves afoot in the not too distant future for the	closure of	the Petersfield Court.	B03.s1956
the pit.	... St Helens, this afternoon in protest over the	closure of	the pit.	K3K.s449
the pit.	... position until a decision has been made to reverse the	closure of	the pit.	K3K.s16
the plant is a retrograde step, as that technology is...	The	closure of	the plant is a retrograde step, as that technology is...	HHX.s15436
the plant.	... Austrian Chancellor, Mr Vranitzky, press for immediate	closure of	the plant.	J2Y.s554
the plant.	... weekly sessions were established ten weeks before the	closure of	the plant.	B0N.s324
the plants at its hillhouse site, fleetwood, lancs in...	ICI Chemicals and Polymers Chlor-Chemicals said the	closure of	the plants at its Hillhouse site, Fleetwood, Lancs in...	K97.s2761
the polls indicated that 23 per cent of voters who...	... Research survey reported on election night after the	closure of	the polls indicated that 23 per cent of voters who...	G1J.s1055
the polls, news of aristide 's victory led to scenes...	Within hours of the	closure of	the polls, news of Aristide 's victory led to scenes...	HL2.s591
the portland naval base and a cutback in the workload...	Up to fourteen hundred defence jobs are to go with the	closure of	the Portland naval base and a cutback in the workload...	K1J.s1365
the premises by the food & drugs ( control of food...	... may lead to heavy penalties, and even to the enforced	closure of	the premises by the Food & Drugs ( Control of Food...	EA9.s3176
the premises without compensation if that is the only...	... serious one for the defendants, which may result in	closure of	the premises without compensation if that is the only...	B2D.s394
the premises, imposed only where all other methods of...	... existing odour nuisance, the ultimate sanction being	closure of	the premises, imposed only where all other methods of...	B2D.s860
the prison in 1805, lambert reluctantly decided to...	After the	closure of	the prison in 1805, Lambert reluctantly decided to...	CBB.s731
the problem report.	... Group Manager should give his agreement to the	closure of	the problem report.	EAP.s318
the problem report.	... the Test Manager should give his agreement to the	closure of	the problem report.	EAP.s293
the pub.	... which the owners found unnacceptable, threatening	closure of	the pub.	A0B.s391
the putilov engineering works which thus threw 40,000...	The Revolution began on Wednesday 7th March with the	closure of	the Putilov engineering works which thus threw 40,000...	HPG.s419
the radcliffe infirmary.	... and Churchill Hospital sites, with the consequent	closure of	the Radcliffe Infirmary.	J2D.s241
the rail works.	Hard times came to Swindon with the	closure of	the rail works.	K1B.s815
the railway works in the mid nineteen eightees.	... in thousands of new jobs to the area following the	closure of	the railway works in the mid nineteen eightees.	K1E.s1754
the railway.	... bed has been almost completely overgrown following the	closure of	the railway.	GXJ.s133
the railway.	... bed has been almost completely overgrown following the	closure of	the railway.	GXJ.s819
the ravenscraig steel plant in motherwell this...	British Steel 's	closure of	the Ravenscraig steel plant in Motherwell this...	AHT.s620
the ravenscraig steel works in scotland.	Twelve hundred and twenty jobs are to go with the	closure of	the Ravenscraig steel works in Scotland.	K1B.s1947
the recently modernised cricklewood maintenance depot...	... the 317s to the Great Northern and London Midland, and	closure of	the recently modernised Cricklewood maintenance depot...	A11.s1586
the redmire branch line and that it will remain open...	... there has been a stay of execution on the proposed	closure of	the Redmire branch line and that it will remain open...	K55.s3338
the reeve 's tale is nicely exemplified by the...	The inconclusive moral	closure of	the Reeve 's Tale is nicely exemplified by the...	HXS.s1270
the referral or investigation.	Details of the opening and	closure of	the referral or investigation.	ALM.s721
the regional offices was phased over an 18-month...	The	closure of	the regional offices was phased over an 18-month...	CHS.s608
the rest of the system.	... section was converted a couple of years after	closure of	the rest of the system.	AMR.s535
the ross pizza factory in 1991, when 500 jobs were...	Still reeling from the	closure of	the Ross pizza factory in 1991, when 500 jobs were...	K1E.s58
the rosyth naval base;	The Secretary of State for Defence on the threatened	closure of	the Rosyth Naval Base;	J1S.s103
the royal naval dockyard.	... blow to local employment and morale as a result of the	closure of	the Royal Naval Dockyard.	FCR.s261
the royal navy base at trecwn.	... the local economy, especially when combined with the	closure of	the Royal Navy base at Trecwn.	HHV.s2839
the saudi desalination plant at safaniya on feb. 8.	... southerly progress down the Gulf led to the temporary	closure of	the Saudi desalination plant at Safaniya on Feb. 8.	HL4.s380
the school in 1977.	... from this depopulating " inner city " area, caused the	closure of	the school in 1977.	A79.s874
the school might actually lead to the destruction of...	Only one person suggested that the	closure of	the school might actually lead to the destruction of...	BMP.s538
the school there in 1986.	... the extra children from nearby Froyle, following the	closure of	the school there in 1986.	BM4.s422
the school with the direct loss of 50 jobs.	... aimed at settling the escalating row, could mean the	closure of	the school with the direct loss of 50 jobs.	K5D.s12189
the security barriers around the town centre.	... the first major issue it will tackle is the continued	closure of	the security barriers around the town centre.	K2W.s80
the serc 's nuclear structure facility to suggest that...	... wider of the mark, however, when it uses the possible	closure of	the SERC 's Nuclear Structure Facility to suggest that...	ANX.s237
the session he suggested a number of measures to be...	At the	closure of	the session he suggested a number of measures to be...	HKR.s2742
the severn tunnel junction marshalling yard complex in...	A striking example of rationalisation was the wholesale	closure of	the Severn Tunnel Junction marshalling yard complex in...	A11.s1166
the small cemetery in montmartre where she was buried.	... obliged to disinter Marriet 's remains, because of the	closure of	the small cemetery in Montmartre where she was buried.	ACA.s1240
the south-facing slip roads at shooters hill and would...	In addition, such a tunnel would involve the	closure of	the south-facing slip roads at Shooters Hill and would...	HHV.s6309
the state university, in june 1980, the government has...	Since the last	closure of	the state university, in June 1980, the government has...	EVS.s969
the steel works and the declining coal mines saw a lot...	The	closure of	the steel works and the declining coal mines saw a lot...	K55.s1814
the stomata through which carbon dioxide enters the...	In some plants, carbon dioxide induces partial	closure of	the stomata through which carbon dioxide enters the...	GU5.s775
the strait of hormuz and a determination to take...	It displayed particular concern over a possible	closure of	the Strait of Hormuz and a determination to take...	HRE.s451
the strait of hormuz will bring to a stop the wheels...	The	closure of	the Strait of Hormuz will bring to a stop the wheels...	HRE.s780
the strait of hormuz — is always a possibility.	... means that a loss of supply — for instance through a	closure of	the Strait of Hormuz — is always a possibility.	AT8.s37
the strait, or the threat of it — foreseen by shaikh...	One other consequence of the	closure of	the strait, or the threat of it — foreseen by Shaikh...	HRE.s761
the street routes in the early sixties, that the fleet...	Although achieved briefly, it was not until the	closure of	the street routes in the early Sixties, that the fleet...	B09.s1295
the studio complex in windmill lane, which for so long...	... witnessed recently the end of an era here, with the	closure of	the studio complex in Windmill Lane, which for so long...	ED7.s2837
the swan hunter yard the government has finally agreed...	Mr Harrison said: " Following the	closure of	the Swan Hunter yard the Government has finally agreed...	K4B.s499
the talbot works in linwood in scotland, announced in...	The	closure of	the Talbot works in Linwood in Scotland, announced in...	FB5.s189
the text is rarely achieved, a space opens up between...	... that more than one meaning is available, that complete	closure of	the text is rarely achieved, a space opens up between...	ATA.s384
the text to further interpretation.	... is to definitiveness, it threatens the complete "	closure " of	the text to further interpretation.	J7Y.s116
the three reactors still operational [ see chernobyl...	... plant was " shocking ", and he called for the	closure of	the three reactors still operational [ see Chernobyl...	J31.s366
the three wandsworth law centres in january 1980...	... in the closure of the centre in April 1979 and the	closure of	the three Wandsworth law centres in January 1980...	GVH.s435
the throat passages.	... cementation serves a similar purpose and may lead to	closure of	the throat passages.	H9S.s464
the timperley works, of the three hundred made...	... and the Marxist lunatics at the Town Hall; of the	closure of	the Timperley works, of the three hundred made...	FB0.s1079
the topping cycle plant at grimethorpe."	... Sharlston, Kellingley and Whitemoor collieries and the	closure of	the topping cycle plant at Grimethorpe."	HHX.s15428
the tower, pisa 's alarming suicide rate has fallen.	Since the	closure of	the tower, Pisa 's alarming suicide rate has fallen.	AHX.s48
the town centre public toilets.	Residents are complaining about the	closure of	the town centre public toilets.	K4T.s5128
the town lavatories.	... to Langbaurgh council protesting at the planned	closure of	the town lavatories.	K4W.s2149
the trial ).	... in selected cases ( four in the last 18 cases after	closure of	the trial ).	HU3.s3308
the troubled airline 's charter operations.	The rescue will involve 1,600 redundancies and the	closure of	the troubled airline 's charter operations.	CBY.s583
the tunnel for maintenance purposes.	... are two cross-overs in mid-Channel to allow partial	closure of	the tunnel for maintenance purposes.	BMJ.s226
the turkish fishery or a substantial reduction in the...	They urged the	closure of	the Turkish fishery or a substantial reduction in the...	ABC.s855
the two adjacent collieries.	... loco shed and workshops closed, shortly after the	closure of	the two adjacent collieries.	CE9.s1463
the two oldest of sosnovy-bor 's four reactors, and...	It did, however, recommend the immediate	closure of	the two oldest of Sosnovy-Bor 's four reactors, and...	J33.s373
the ugandan and somali borders.	... was reported on Dec. 9 to have ordered the partial	closure of	the Ugandan and Somali borders.	HLT.s444
the ulba factory.	... 60,000 demonstrators in Ust Kamenogorsk called for the	closure of	the Ulba factory.	HKY.s1509
the uneconomical hall.	... charge capping of the district council could mean the	closure of	the uneconomical hall.	K4W.s489
the unit at westminster children 's hospital was...	... two High Court judges on Wednesday to rule that the	closure of	the unit at Westminster children 's hospital was...	K3T.s22
the unit in the mid-1980s has left a large and...	The	closure of	the unit in the mid-1980s has left a large and...	FT0.s1270
the united states naval base at subic bay.	... announced on Oct. 2 a compromise formula for the	closure of	the United States naval base at Subic Bay.	HLC.s1386
the university of abidjan and the arrest of more than...	... between the military and students, the temporary	closure of	the University of Abidjan and the arrest of more than...	HLG.s207
the university of swaziland for one month after...	At the end of September King Mswati ordered the	closure of	the University of Swaziland for one month after...	HKV.s2454
the university of zimbabwe and accused it of...	... Congress of Trade Unions denounced the government 's	closure of	the University of Zimbabwe and accused it of...	A3D.s29
the university until feelings had sufficiently abated.	... secular and religious students provoked the voluntary	closure of	the university until feelings had sufficiently abated.	APD.s1163
the unlisted securities market ( usm ) with no...	... in their history; and particularly in the face of the	closure of	the Unlisted Securities Market ( USM ) with no...	HC1.s136
the unlisted securities market at the end of 1995.	... review, the London Stock Exchange has recommended the	closure of	the Unlisted Securities Market at the end of 1995.	CBU.s3424
the unlisted securities market, the fund raisers and...	With the imminent	closure of	the Unlisted Securities Market, the fund raisers and...	HC1.s133
the upper class is considerably enhanced by the...	The degree of social	closure of	the upper class is considerably enhanced by the...	EDH.s1542
the us domestic market to korean exports.	... the North: it is increasingly based on the threat of	closure of	the US domestic market to Korean exports.	EEF.s321
the usm before a proper alternative was thought out...	... Companies ( CISCO ) which argued that the proposed	closure of	the USM before a proper alternative was thought out...	HC1.s165
the usm may prompt a rush of restructuring by usm...	"	Closure of	the USM may prompt a rush of restructuring by USM...	CBU.s2328
the usm, though not before the end of 1996 ( it will...	The proposed	closure of	the USM, though not before the end of 1996 ( it will...	HC1.s156
the usm, which was started some 12 years ago to help...	... Stock Exchange appears to be about to announce the	closure of	the USM, which was started some 12 years ago to help...	CBT.s1983
the vandellòs 1 nuclear reactor near tarragona (...	... of Industry and Energy on Nov. 29, 1989, ordered the	closure of	the Vandellòs 1 nuclear reactor near Tarragona (...	HKV.s3831
the vehicle plants of peugeot-citroen and...	... Strathclyde suffered disproportionate losses from the	closure of	the vehicle plants of Peugeot-Citroen and...	G08.s1202
the venous valves.	... transmitted to the arterial circulation because of	closure of	the venous valves.	HWW.s1061
the vicarage drive		Closure of	the Vicarage Drive	A7K.s1180
the viscus.	The pylorus is seen as an incisure ( p ), and shows	closure of	the viscus.	HWS.s1094
the volvo bus plant, formerly known as leyland...	... consideration, namely," The need for a debate on the	closure of	the Volvo bus plant, formerly known as Leyland...	HHX.s6774
the westminster children 's hospital.	... 's er, been unable to have an operation because of the	closure of	the Westminster Children 's Hospital.	HUE.s163
the westminster children 's hospital.	... on the boy at the centre of a legal tussle over the	closure of	the Westminster Children 's Hospital.	E9S.s286
the wheal jane mine.	... Fal estuary arising from the water pollution after the	closure of	the Wheal Jane mine.	HHV.s13872
the whole complex from 1995 to 1993.	... second reactor immediately and to bring forward the	closure of	the whole complex from 1995 to 1993.	J31.s355
the william roberts centre, norris green, the people...	... to the letter from F. Kid ( May 26 ) regarding the	closure of	the William Roberts Centre, Norris Green, the people...	K48.s71
the wing.	... penal reform and mental health organisations for the	closure of	the wing.	FR5.s1698
the works with consequent loss of employment.	... costly steps to abate the odour, it could result in	closure of	the works with consequent loss of employment.	B2D.s127
the world 's financial markets to the country.	... " economic salvation programme ", followed the virtual	closure of	the world 's financial markets to the country.	HLG.s308
the yard.	... an active economic use at an early date following the	closure of	the yard.	FCR.s258
the yards, and suspicion about the future.	... Steve still felt his father 's bitterness about the	closure of	the yards, and suspicion about the future.	BPD.s32
their belfast office, the rac still has a presence in...	Despite the	closure of	their Belfast office, the RAC still has a presence in...	K2K.s215
their cashline network.	... in the shutdown of the Bank 's computer system and the	closure of	their Cashline network.	J1M.s2958
their plant soon.	... workers in Irvine fear american bosses will order the	closure of	their plant soon.	J1M.s2947
their religious schools in belorussia, a notion which...	... up the fight against Zionism and proposing the	closure of	their religious schools in Belorussia, a notion which...	A64.s250
their stockton high street store.	... of the Co-Op 's last development in the county was the	closure of	their Stockton High Street store.	K4S.s1214
their studios in a fine example of accountant 's false...	... questionable, and will continue despite the	closure of	their studios in a fine example of accountant 's false...	ARX.s622
these facilities.	... a downturn in demand, which could even precipitate the	closure of	these facilities.	FB2.s632
thirty one of britain 's deep mines.	... just over a year ago that British Coal announced the	closure of	thirty one of Britain 's deep mines.	K6F.s7
thirty-one pits by british coal has been delayed...	The	closure of	thirty-one pits by British Coal has been delayed...	K23.s1528
this famous station, but the growth of the commuter...	BR had proposed	closure of	this famous station, but the growth of the commuter...	A11.s1432
this last remaining branch of iuzhamtorg "[ brought ]...	The	closure of	this last remaining branch of Iuzhamtorg "[ brought ]...	G1R.s38
this line to bulldozing the pyramids: so much of the...	Mr. Barrie Lamb of DRPS likened	closure of	this line to bulldozing the pyramids: so much of the...	CKH.s308
this particular historical period, it is not...	Given Nizan 's view that 1914 represents the moment of	closure of	this particular historical period, it is not...	FTW.s1505
this pit has left an open wound in their collective...	The	closure of	this pit has left an open wound in their collective...	K3J.s403
this, one of the busiest of belgium 's general...	... and when my Belgian friends told me of the threatened	closure of	this, one of the busiest of Belgium 's general...	CLU.s1827
thornton dale mill at the end of april.	... sends us this extract of a poem written to mark the	closure of	Thornton Dale mill at the end of April.	HRT.s1227
three processing labs in the uk.	... in Europe, the group is cutting costs with the	closure of	three processing labs in the UK.	CBD.s573
three wedgwood group manufacturing facilities in the...	... facilities in Ireland and IR£3.3 million to the	closure of	three Wedgwood Group manufacturing facilities in the...	HBB.s288
titles in the uk and north america.	... on its publishing side after providing for the sale or	closure of	titles in the UK and north America.	K5H.s2335
trade unions.	... lecturers and students from universities and the	closure of	trade unions.	HL0.s776
tram routes in croydon on 7 april 1951, the croydon...	With the	closure of	tram routes in Croydon on 7 April 1951, the Croydon...	CBK.s1603
two dairies, it was announced yesterday.	About 400 jobs will go with the	closure of	two dairies, it was announced yesterday.	AKR.s315
two large english mental hospitals.	... for study of the empirical question at hand, the	closure of	two large English mental hospitals.	CS7.s461
two large hospitals, and providing local inpatient...	... making firm plans to provide these and facilitate the	closure of	two large hospitals, and providing local inpatient...	CS7.s1247
two military bases, the usa also agreed to continue...	In addition to the	closure of	two military bases, the USA also agreed to continue...	HKW.s1345
two nuclear reactors producing plutonium for nuclear...	The Russian government has ordered the	closure of	two nuclear reactors producing plutonium for nuclear...	J36.s360
two offices, has resulted.	Further cost-cutting, including the	closure of	two offices, has resulted.	CNM.s211
two primary schools, castlehill in prestwick, and...	... 's Labour group also agreed to press on with the	closure of	two primary schools, Castlehill in Prestwick, and...	K5M.s2615
two psychiatric hospitals, particularly because of the...	... stressed the need for positive action on the proposed	closure of	two psychiatric hospitals, particularly because of the...	CS7.s1265
two wards in ruchill hospital in my constituency.	... dissatisfied with the lack of consultation over the	closure of	two wards in Ruchill hospital in my constituency.	HHV.s8278
two-thirds of britain 's mines.	... during the 90-day consultation period over the planned	closure of	two-thirds of Britain 's mines.	K97.s17293
uk embassy in kuwait, the last still open.	Dec. 16	Closure of	UK embassy in Kuwait, the last still open.	HL4.s512
ulimwengu could have been challenged in the courts had...	The	closure of	Ulimwengu could have been challenged in the courts had...	CDU.s1303
