SORTED	LEFT	MATCH	RIGHT	ID
looking for any excuse to force a rift. 	...ve would get over it the next day. [.] She should have known	he was	looking for any excuse to force a rift. [.] Look at the way ...	ICE-NZL:W2F-014:378:1
looking for cigarettes <,> 	... </@> had retired to his bedroom <@> Roger </@> said	he was	looking for cigarettes <,> [.] He went into <@> Peter </@> '...	ICE-CAN:S2A-068:46:2:A
looking for class six 	... six lengths over one thousand metres and uh I thought	he was	looking for class six [.] He 's had a few problems <,>	ICE-HKG:S2A-003:74:1:C
looking for his own personal survival and that wo n't...	... yet that was the first thing that he jettisoned when	he was	looking for his own personal survival and that wo n't...	ICE-GBR:S1B-036:77:1:C
looking for land elsewhere 	...ot satisfied with the construction done on that house [.] So	he was	looking for land elsewhere [.] He then found out this one be...	ICE-JAM:S2A-057:19:1:A
looking for or waiting for. 	...or of his best friend, Eric. [.] He could not have said what	he was	looking for or waiting for. [.] During his long walks under ...	ICE-PHL:W2F-001:92:1
looking for someone 	Yeah [.] It happened	he was	looking for someone [.] He was to meet someone in O'Gorman's...	ICE-IRL:S1A-081:B
looking for the suede <}> <=> 	<{#> <[#> No [.] Actually </[<#> remember	he was	looking for the suede <}> <=> [.] <{#> <[#> <,> </[<#> in th...	ICE-CAN:S1A-086:56:1:A
looking for this this shoe called what hah doc marten...	... the other the other day I went with my friends and	he was	looking for this this shoe called what hah Doc Marten...	ICE-SGP:S1A-074:169:1:B
looking for, were voters expressing their concern over...	... cent rather than the 64 or 65 per cent of valid votes	he was	looking for, were voters expressing their concern over...	ICE-SGP:W2E-008:X95:5
looking forward to coming here anyway but this must...	...to the North yesterday will have buoyed him up [.] I 'm sure	he was	looking forward to coming here anyway but this must...	ICE-IRL:S2A-017:A
looking forward to continuing discussions at a fifth...	... , but refused to disclose any further details . [.] He said	he was	looking forward to continuing discussions at a fifth...	ICE-HKG:W2C-009:101:7
looking forward to hearing vaughan williams's sea...	...t there was [.] I I remember reading in his letters uhm that	he was	looking forward to hearing Vaughan Williams's Sea...	ICE-GBR:S1B-032:167:1:B
looking in at me <,> #..# 	We were that close [.] I opened the door and there	he was	looking in at me <,> #..# [.] Hello Patrick Joe Culletton	ICE-IRL:S1A-054:C
looking rather worried, and to test the official...	...e country is going to the dogs, what?"). [.] At that moment,	he was	looking rather worried, and to test the official...	ICE-SGP:W2B-009:90:1
looking so boring that i feel <,> and even charming...	... <,> graceful and beautiful for half an hour <,,> [.] Oh God	he was	looking so boring that I feel <,> and even charming...	ICE-IND:S1A-040:158:1:A
looking to pull and hits it down towards chanderpaul...	... the short ball and this time it maybe choked him a bit	he was	looking to pull and hits it down towards Chanderpaul...	ICE-JAM:S2A-004:30:2:A
looking to uh get it across to dunn but it 's...	Malcolm plays it over to the right hand side [.]	He was	looking to uh get it across to Dunn but it 's...	ICE-JAM:S2A-010:73:2:A
looking</=></}> for him life mate and end up 	I think I 'll stop now [.] So <}> <=>	he was	looking</=></}> for him life mate and end up [.] How did he ...	ICE-JAM:S1A-066:131:2:A
loopy about birds. 	...build them out of mud.' [.] He wondered why everyone thought	he was	loopy about birds. [.] Birds were OK to watch but it seemed ...	ICE-NZL:W2F-016:124:1
losing he managed to <,> maintain that smile 	...gain </[> </{> that match against Pete Sampras [.] Even when	he was	losing he managed to <,> maintain that smile [.] I wonder so...	ICE-CAN:S1B-039:44:1:A
losing strength <,,> proper food was not given <,,> to...	... <,,> only his physical frame <,,> became emaciated <,,> [.]	He was	losing strength <,,> proper food was not given <,,> to...	ICE-IND:S2A-043:81:1:A
lovely 	<[> Did you ever call out </[> </{> #..# [.]	He was	lovely [.] He was also engaged but anyway	ICE-IRL:S1A-056:B
loving david and that 	that guy was loving them eh [.]	he was	loving david and that [.] he was such good mates to them eh	ICE-NZL:S1A-047:310:1:D
lucky in the respect that he was able to escape and...	Matt is like an outsider looking in. [.]	He was	lucky in the respect that he was able to escape and...	ICE-NZL:W1A-004:41:1
lucky to be alive. 	... the added trauma of the bullet wounds he 'd received,	he was	lucky to be alive. [.] Lucky to be alive.	ICE-JAM:W2F-020:20:1
lucky, many others never came back. 	With bruises all over his face and body. [.]	He was	lucky, many others never came back. [.] Not long after that ...	ICE-USA:W2F-006:131:1
lured from cover and , short of howe acting more...	...even now , be in the process of diminishing his assets . [.]	He was	lured from cover and , short of Howe acting more...	ICE-GBR:W2C-003:56:1
lusting over her 	Tell me [.] Well	he was	lusting over her [.] Uh uh I do n't think even she was actin...	ICE-PHL:S1A-004:110:1:B
lying down 	How was <@> John </@> [.]	He was	lying down [.] He was on his back	ICE-CAN:S1B-066:3:1:A
lying holded up 	...arenhas clears <,,> [.] Playing was stopped <,> and so there	he was	lying holded up [.] A free hit for <,,> Punjab Sindh Bank <,...	ICE-IND:S2A-015:90:1:B
lying in bed blind drunk, throwing empty whisky...	...aywood was off work for some weeks. [.] It was rumoured that	he was	lying in bed blind drunk, throwing empty whisky...	ICE-NZL:W2B-015:141:1
lying motionless on the field of play for about three...	He was trying to gain the sympathy of the referee [.]	He was	lying motionless on the field of play for about three...	ICE-SGP:S2A-004:58:1:B
lying on his stomach and his hands were manacled...	... because his nose and sinuses were fractured <,>	he was	lying on his stomach and his hands were manacled...	ICE-CAN:S2B-014:27:1:D
lying on the floor with blood coming from his head." 	She added  "I knew in my heart Gerard was dead. [.]	He was	lying on the floor with blood coming from his head." [.] Mr ...	ICE-IRL:W2C-001:F
lying on the modified back floor of the vehicle. 	Surjit Singh Dalla could now only moan. [.]	He was	lying on the modified back floor of the vehicle. [.] Any mov...	ICE-IND:W2F-018:27:1
lying there <,,> that uh person who got the bullet <,>...	...reply <,> [.] That 's what I 'm telling <,> <{> <[> haan <,>	he was	lying there <,,> that uh person who got the bullet <,>...	ICE-IND:S1B-061:300:1:B
lying with arms out too far, legs moving clumsily. 	...f shorts, he saw Claire helping Paolo float on his back. [.]	He was	lying with arms out too far, legs moving clumsily. [.] Clair...	ICE-PHL:W2F-020:110:1
m p for sheffield #,,# pointing out that one small...	... in eighteen eighty-six who knew about these things	he was	M P for Sheffield #,,# pointing out that one small...	ICE-GBR:S2A-021:35:1:A
mad 	He was still rambunctious [.]	He was	mad [.] He was drunk	ICE-CAN:S2A-064:64:1:A
mad as a hat." 	...at 's exactly what I said." [.]  " No, you did n't; you said	he was	mad as a hat." [.]  " Well, hat or hatter, what difference d...	ICE-IND:W2F-016:158:1
made <{#> <[#> <,> </[<#> associate siya 'no now he...	...k [.] E di sobra yung ano he was his rank was changed now so	he was	made <{#> <[#> <,> </[<#> Associate siya 'no now he...	ICE-PHL:S1A-036:283:1:C
made a prisoner <,> 	... described in detail the events of Monday <,> when	he was	made a prisoner <,> [.] He said he had been presented with a...	ICE-IND:S2B-015:10:1:A
made assistant prof 	... was made <{#> <[#> <,> </[<#> Associate siya 'no now	he was	made Assistant Prof [.] And so he 's paying now the differen...	ICE-PHL:S1A-036:283:1:C
made aware from d one that on the twentieth that...	... submit that D two version is less probable in that	he was	made aware from D one that on the twentieth that...	ICE-HKG:S2A-069:64:1:A
made head of punishments 	He was a bastard actually #,,# [.] He he	he was	made head of punishments [.] That was his his title	ICE-GBR:S1A-084:184:1:A
made of. 	... the quiet suffering of Satyasheel only shows the stuff	he was	made of. [.] I hope Padma / you write an account of his life...	ICE-IND:W1B-006:164:1
made redundant he #,,# lost it 	Mm [.] He used to be part of BUPA but when	he was	made redundant he #,,# lost it [.] #..# #,,#	ICE-GBR:S1A-062:135:1:B
made to eat breakfast specially prepared by his mother. 	... to visit some old friends, he said. [.] Before he could go,	he was	made to eat breakfast specially prepared by his mother. [.] ...	ICE-PHL:W2F-016:103:1
made to plough 	.../.> the person with those showing those tendencies to be [.]	he was	made to plough [.] mm	ICE-NZL:S1A-081:77:1:A
madly in love with her. 	...+ ignored her. [.] He refused to admit, even to himself that	he was	madly in love with her. [.]  " He wrote a book.	ICE-IND:W2F-010:76:1
magnificent, with thick, dark hair, a white chest and...	...ull came over the nearest ridge and strolled towards us. [.]	He was	magnificent, with thick, dark hair, a white chest and...	ICE-CAN:W2D-011:15:1
making a fast recovery and attending to some affairs...	... weeks ago , the propaganda machinery had let on that	he was	making a fast recovery and attending to some affairs...	ICE-HKG:W2C-015:98:6
making fun of; our teachers, my father, his father,...	... asides to me in the very presence of the person	he was	making fun of; our teachers, my father, his father,...	ICE-SGP:W2F-009:58:1
making he would have presented the <.>info</.>...	... that there was any substance in the allegations	he was	making he would have presented the <.>info</.>...	ICE-NZL:S1B-056:61:1:D
making her nervous , anxious to explain herself . 	no small-talk , no conversational offers . [.]	He was	making her nervous , anxious to explain herself . [.] " I th...	ICE-GBR:W2F-009:83:1
making it sound as if i had expressed an opinion when...	...from Egypt but the See of Reeds ( or the Sea of Rushes). [.]	He was	making it sound as if I had expressed an opinion when...	ICE-JAM:W2E-006:71:2
making more than thirty thousand thirty two thousand...	...ty who <,> was a high school teacher [.] And after ten years	he was	making more than thirty thousand thirty two thousand...	ICE-HKG:S1A-088:X255:1:Z
making no mistake and now it 's clarke going forward...	...nce out towards the tower blocks and away for a throw-in [.]	He was	making no mistake and now it 's Clarke going forward...	ICE-JAM:S2A-012:134:2:A
making or was confident that there was any substance...	... for fendalton had any commitment to the points that	he was	making or was confident that there was any substance...	ICE-NZL:S1B-056:61:1:D
making some interesting <.>obs</.> 	...<[>helen from wellington</[></{> here <{><[>yeah [.] and</[>	he was	making some interesting <.>obs</.> [.] <?>i think it 's the ...	ICE-NZL:S1A-081:245:1:A
making this approach with the agreement of the board...	...t would be interested in buying the company [.] He said that	he was	making this approach with the agreement of the board...	ICE-GBR:S2A-070:69:1:A
making those charges i was strongly reminded of the...	...s to this house by the member for fendalton <,> [.] and when	he was	making those charges i was strongly reminded of the...	ICE-NZL:S1B-054:88:2:P
making</=></}> that reference towards the farmer 	...{#> <[#> and</[<#> one as principal #...# [.] I know <}> <=>	he was	making</=></}> that reference towards the farmer [.] <{#> <[...	ICE-JAM:S1A-094:140:1:B
malaysian and did n't have to do army, would be...	...n one year. [.] He would be in University by 18 and, because	he was	Malaysian and did n't have to do Army, would be...	ICE-SGP:W2F-009:85:1
manager of the host company. 	...ere to perform. [.] A brilliant concert pianist she was, and	he was	manager of the host company. [.] No one seemed to know exact...	ICE-JAM:W2F-004:34:1
manufacturing at that time 	<[> No </[> </{> no [.] I believed	he was	manufacturing at that time [.] Did you believe it at that ti...	ICE-CAN:S1B-065:15:1:B
marked down by whitehall as an ideal committee man . 	...iciency of the manufacturers of armaments . [.] From then on	he was	marked down by Whitehall as an ideal committee man . [.] His...	ICE-GBR:W2F-017:49:1
married 	... been told by Michael Jack <,> that she never knew that	he was	married [.] Why would he tell her	ICE-JAM:S2A-067:21:1:A
married 	... her [.] She said she was angry because <?> he</?> found out	he was	married [.] Bottom line <,> she was angry	ICE-JAM:S2A-066:59:1:A
married 	... informed Miss Gentles for the first time at lunch that	he was	married [.] The complainant is her friend<,> is that why she...	ICE-JAM:S2A-067:69:1:A
married 	... once during their relationship did he tell her that	he was	married [.] He in fact told her that he was recently divorce...	ICE-JAM:S2A-067:43:1:A
married 	... she broke off the relationship after she found out	he was	married [.] But Ladies and Gentlemen <,> for a person who cl...	ICE-JAM:S2A-066:26:1:A
married 	...oes [.] oh how very sweet how long is it since he <.>was</.>	he was	married [.] um i think it must be about two years cos i thin...	ICE-NZL:S1A-040:8:1:V
married 	...ry week for the last four to five years [.] Nobody knew that	he was	married [.] I think not	ICE-JAM:S2A-066:22:1:A
married 	...t</?> [.] Members of the Jury <,> he never told her <,> that	he was	married [.] She was more easy to control the more ignorant s...	ICE-JAM:S2A-067:32:1:A
married 	...u know uh <,> when a person went to in a <,,> hostel <,> [.]	He was	married [.] Uhm <,>	ICE-IND:S1A-077:173:1:A
married <,,> 	... that is why they were unmarried he was the eldest and	he was	married <,,> [.] Uh his first marriage was broken in the sen...	ICE-IND:S1A-069:94:1:B
married <,> she was upset angry and confused so much...	... to Miss Gentle <,> after Mr Jack confirmed that	he was	married <,> she was upset angry and confused so much...	ICE-JAM:S2A-066:29:1:A
married all along <,> because he told her from the...	... Defence's story <,> is that <,> Miss Gentle knew that	he was	married all along <,> because he told her from the...	ICE-JAM:S2A-066:7:1:A
married and i just knew look and aha 	... guy uhm my boss which I could not <,> I mean I knew	he was	married and I just knew look and aha [.] I do n't want this	ICE-IRL:S2B-022:D
married because in fact members of the jury he never...	... any weight to the fact that she did not know that	he was	married because in fact Members of the Jury he never...	ICE-JAM:S2A-067:61:1:A
married first</=></}><{#><[#><,></[<#> 	...> I 'm being told to get out of the house [.] I know <}> <=>	he was	married first</=></}><{#><[#><,></[<#> [.] #...# that he was...	ICE-JAM:S1A-099:126:2:C
married for five years 	... years cos i think he must <.>have</.> he told me that	he was	married for five years [.] so i think it must have been when...	ICE-NZL:S1A-040:9:1:A
married he was playing around 	...use he was stupid enough to play play around [.] i mean when	he was	married he was playing around [.] #...# <,> i mean	ICE-NZL:S1A-016:160:1:I
married it was all over the newspapers 	...want to discard the roses [.] How come she did n't know that	he was	married it was all over the newspapers [.] How come she did ...	ICE-JAM:S2A-067:50:1:A
married. 	I did n't know he had a son. [.] In fact, did n't even know	he was	married. [.] He was so quiet, you know - " " Yes, I know," t...	ICE-SGP:W2F-004:10:1
married<{#><[#><,> and</[<#> we live together and we...	...he was married first</=></}><{#><[#><,></[<#> [.] #...# that	he was	married<{#><[#><,> and</[<#> we live together and we...	ICE-JAM:S1A-099:127:2:C
marvellous with neil 	And uh there was just sort of enough for Neil #,,# [.]	He was	marvellous with Neil [.] Ca n't take that away from him	ICE-GBR:S1B-049:158:1:B
marvellous with neil #,,# 	...f I wanted him to #,,# as I thought #,,# [.] But saying that	he was	marvellous with Neil #,,# [.] And uh as you say I could 've ...	ICE-GBR:S1B-049:187:1:B
master of the art himself <,,> that he has mentioned...	... the period of Jahangir <,> mainly for a reason that	he was	master of the art himself <,,> that he has mentioned...	ICE-IND:S1B-005:55:1:A
match-made with my father's mother, lim bee hong, who...	...her, was born in the Chinese province of Fukien in 1913. [.]	He was	match-made with my father's mother, Lim Bee Hong, who...	ICE-SGP:W1A-010:4:1
maybe he was trying to come up through the hole to me...	Maybe he was standing on the bed [.]	He was	maybe he was trying to come up through the hole to me...	ICE-IRL:S1A-084:B
mayo's best supporter 	I do n't know where he was from [.] He reckoned <,>	he was	Mayo's best supporter [.] Mm	ICE-IRL:S1A-087:B
me. 	... master Mr Tan caught Tim for long hair and thought	he was	me. [.] To sit here on this occasion and think of these thin...	ICE-SGP:W2F-009:68:1
meant to be like the star who came and sang a few...	...> ca </.> only he only came in for the high school dance [.]	He was	meant to be like the star who came and sang a few...	ICE-IRL:S1A-012:A
member of <,> uncip united nation commission india and...	...<?> Corobel </?> wrote the book <,> uh Danger in Kashmir [.]	He was	member of <,> UNCIP United Nation Commission India and...	ICE-IND:S1B-037:81:1:B
men tally stable enough to stand trial and defend...	... were underway there was some discrepancy about whether	he was	men tally stable enough to stand trial and defend...	ICE-CAN:W1A-005:52:1
mentioning 	... more the type of experience <}> <,> <=> that </=> </}>	he was	mentioning [.] Mm hmm	ICE-CAN:S1B-071:108:1:B
mentioning about me and he wanted to come down before...	He had a stroke did n't he [.] He she said	he was	mentioning about me and he wanted to come down before...	ICE-GBR:S1A-028:260:1:A
merely a pervert . 	... what had led him astray , but sometimes , he suspected	he was	merely a pervert . [.] When he walked out of the bathroom in...	ICE-HKG:W2F-013:91:3
merely stating that careful planning was essential. 	... anyone in Clara promoting the bog for tourism -	he was	merely stating that careful planning was essential. [.] "The...	ICE-IRL:W1A-018:A
merely underpinning it with more solid foundations #,,# 	... high regard for traditional morality and believed that	he was	merely underpinning it with more solid foundations #,,# [.] ...	ICE-GBR:S2B-029:84:1:A
messing he was saying you 'd be dead right 	He said you 're hardly going to go out in that [.] And then	he was	messing he was saying you 'd be dead right [.] No he but the...	ICE-IRL:S1A-076:A
messing with the aerial 	He was sound about it [.] Well	he was	messing with the aerial [.] Yeah	ICE-IRL:S1A-087:A
met and challenged by henry cooke, dd, the man who...	... descent of Daniel O'Connell on County Down, where	he was	met and challenged by Henry Cooke, DD, the man who...	ICE-IRL:W2B-002:A
met with some hostility i suggest from the sisterinlaw 	when he arrived what was he met with [.]	he was	met with some hostility i suggest from the sisterinlaw [.] f...	ICE-NZL:S2A-069:76:1:C
middle-aged. 	...oved. [.] His strength and energy aroused comment, even when	he was	middle-aged. [.] In fact, his energy and keenness could be d...	ICE-JAM:W2B-023:45:1
mine and julie had no right to him. 	Call it love, call it a woman's instinct. [.] I felt	he was	mine and Julie had no right to him. [.] I felt cheated and a...	ICE-SGP:W2F-005:95:1
mine captain , but he retired a couple of years back...	... as they should . [.] Tom Shovell held things together while	he was	mine captain , but he retired a couple of years back...	ICE-GBR:W2F-007:53:1
minister of finance<,> the jamaican economy is a very...	... and as Mister Seaga never tired of saying at the time	he was	Minister of Finance<,> the Jamaican economy is a very...	ICE-JAM:S1B-021:26:1:C
minister. 	... during the week to sometimes being confused while	he was	minister. [.] Prime Minister Jim Bolger could n't have cared...	ICE-NZL:W2E-001:41:2
misinterpreted probably he mentioned that uh there was...	... time when uh uh Zhu Rongji in in London he mentioned	he was	misinterpreted probably he mentioned that uh there was...	ICE-HKG:S1B-048:74:1:A
missing by marrying the girl 	Oh yes [.] Yah yes so so I did n't see what what	he was	missing by marrying the girl [.] It 's that is why in this k...	ICE-SGP:S1A-081:128:1:C
missing this music <,,> 	...dious song as before <,> [.] Then the emperor <,,> felt that	he was	missing this music <,,> [.] And on account of this he fell i...	ICE-IND:S1B-072:98:1:B
missing you desperately after you left. 	... Ken would be very excited to see you. [.] I could tell that	he was	missing you desperately after you left. [.] Do you know yet ...	ICE-IRL:W1B-009:A
mistaken 	the point was it was n't constable cooper [.] he	he was	mistaken [.] at that point in time constable cooper in fact ...	ICE-NZL:S2A-067:73:1:C
mistaken.  #...# 	... he is in for another surprise when he finds out that	he was	mistaken.  #...# [.]  #...#  Girish Shastri	ICE-IND:W2F-013:138:2
modestly pleased about his selection but mitch was not...	...l Black trials and made the squad for the coming season. [.]	He was	modestly pleased about his selection but Mitch was not...	ICE-NZL:W2F-004:110:1
monopolizing her. 	...nce and her humility. [.] It did n't matter that people said	he was	monopolizing her. [.] Forever after he was to hear her voice...	ICE-JAM:W2F-004:53:1
more </[<#> youthful <{#> <[#> than franzo </[<#> 	...ed to say that <,> Michael <,> was younger <,> [.] <{#> <[#>	He was	more </[<#> youthful <{#> <[#> than Franzo </[<#> [.] <[#> M...	ICE-IRL:S1B-003:B
more autobiographical than critical. 	...dermined the colonial elite domination of our education. [.]	He was	more autobiographical than critical. [.] The entire burden o...	ICE-IND:W2B-018:67:1
more like the sea, coming in and out every twelve...	Papa was always out working. [.]	He was	more like the sea, coming in and out every twelve...	ICE-NZL:W2F-012:131:1
more like uh <,,> he was i would say he was really a...	...ly it was the fact that he was around when we wanted him [.]	He was	more like uh <,,> he was I would say he was really a...	ICE-PHL:S1A-005:50:1:B
more likely into more 	<}> <=> marry</=></}> him [.] But	he was	more likely into more [.] <}> <=> him</=></}> actually ask h...	ICE-JAM:S1A-066:157:2:A
more man in height and strength than boy. 	... boy, though by now, except for a coltish awkwardness,	he was	more man in height and strength than boy. [.] All of them no...	ICE-IRL:W2F-018:A
more of a basketball freak. 	... himself, although as far as Vincent was concerned,	he was	more of a basketball freak. [.] He tried a couple of times t...	ICE-PHL:W2F-020:7:1
more respected than loved by those who worked under...	...ary detachment with staff camaraderie. [.] He was aware that	he was	more respected than loved by those who worked under...	ICE-SGP:W2F-017:32:1
more serious than most 	I mean uh but <,> not my sense of humor [.]	He was	more serious than most [.] Uh he what was his <.> wha </.> w...	ICE-PHL:S1A-009:165:1:B
more superior than you 	He 's more superior than me [.]	He was	more superior than you [.] And he was the officer who was pr...	ICE-SGP:S1B-066:189:1:A
more than #...# 	This was the owner of Bowler's [.] Aye	he was	more than #...# [.] He knew how to turn a penny mind you	ICE-IRL:S1A-002:D
more than a director 	... it 's quite clear that he was not just a director but	he was	more than a director [.] And there is no evidence your Honou...	ICE-SGP:S2A-063:19:1:A
more than happy to have a look at 	... his an elemental sort of fear er but the rest of them	he was	more than happy to have a look at [.] wasim akaram it is com...	ICE-NZL:S2A-012:175:1:J
more than reasonable in the force he used 	and he was not prepared to do that <,,> [.] therefore	he was	more than reasonable in the force he used [.] he was certain...	ICE-NZL:S2A-069:104:1:C
more than willing to "pay this price for his dignity". 	...d out at a few pounds less than unemployment assistance. [.]	He was	more than willing to "pay this price for his dignity". [.] V...	ICE-IRL:W2B-020:A
most intimately bound up <,> was number ten <,>...	...k here  #...# [.] Of all his contacts <,> the one with which	he was	most intimately bound up <,> was Number Ten <,>...	ICE-IND:S1B-018:133:1:A
most reluctant to do so. 	... ( my favourite ) at the earliest and I could see	he was	most reluctant to do so. [.] All in all, I do believe life i...	ICE-IND:W1B-014:45:1
most unlucky not to figure in the top three victory...	... good including last start <,> while he finished fourth	he was	most unlucky not to figure in the top three Victory...	ICE-HKG:S2A-016:4:1:A
mostly self taught in this area. 	... was how he learned to sew, though he proudly stated	he was	mostly self taught in this area. [.] It was by " selling off...	ICE-JAM:W2B-034:95:3
mounting a volley in support of demon, to the grief of...	Warrior choice had been made. [.]	He was	mounting a volley in support of Demon, to the grief of...	ICE-NZL:W2F-002:450:1
moved the the rash significantly improved 	...has moved to a clean dry job in the factory <,> [.] And when	he was	moved the the rash significantly improved [.] The current si...	ICE-IRL:S2A-062:A
moving easily as if the man weighed no more than a...	... carrying the body of a man across his shoulders , but	he was	moving easily as if the man weighed no more than a...	ICE-GBR:W2F-002:169:1
moving out of the house. 	It was not a day that Kang was looking forward to. [.]	He was	moving out of the house. [.] It was better for him to leave ...	ICE-SGP:W2F-010:103:1
moving them from one side of the desk to the other. 	...apers that were piled on it. [.] Quite often it looked as if	he was	moving them from one side of the desk to the other. [.] She ...	ICE-NZL:W2F-001:279:1
moving to australia and he had quite a few things...	when he first arrived at the house [.] that	he was	moving to australia and he had quite a few things...	ICE-NZL:S1B-062:192:1:D
much better at the word processor <.>i</.> which i was...	<.>h</.> he had a number of skills that i didn't [.]	he was	much better at the word processor <.>i</.> which i was...	ICE-NZL:S2A-035:113:1:A
much better than stuff like that <,> 	... I <,> we did correspond over New Year when he was <,>	he was	much better than stuff like that <,> [.] But then we lost ou...	ICE-IND:S1B-071:137:1:C
much bigger than expected - 	Big news is that I have at last seen a grizzly bear - [.]	he was	much bigger than expected - [.] we even saw him sliding down...	ICE-NZL:W1B-003:348:1
much faster and stronger, but he would n't have liked...	... I would bring out. [.] I could have taken Stealth , because	he was	much faster and stronger, but he would n't have liked...	ICE-PHL:W2F-015:29:1
much in demand, it is in granada that siloe did most...	... and sculptor travelled to many cities in Spain where	he was	much in demand, it is in Granada that Siloe did most...	ICE-JAM:W2B-006:75:1
much more interested in the broad principles and with...	... , which he left to the professional diplomats ; [.] instead	he was	much more interested in the broad principles and with...	ICE-GBR:W2B-011:75:1
much more noble <,> <{> <[> quest for freedom </[> 	... </}> I 'm comparing it to Rob Roy cos there was a <,>	he <,> was	much more noble <,> <{> <[> quest for freedom </[> [.] <[> Y...	ICE-CAN:S1A-022:193:1:A
murdered in another caribbean island but since we 're...	...,> no Thomas Nugent was slain and or murdered in Jamaica [.]	He was	murdered in another Caribbean island but since we 're...	ICE-JAM:S2A-047:7:1:A
my boy-friend then 	Uhm uhm [.] Okay	he was	my boy-friend then [.] Ya uh huh	ICE-SGP:S1A-019:154:1:A
my company at this late hour, my human presence and...	...iousness and catch the remaining portion of the program. [.]	He was	my company at this late hour, my human presence and...	ICE-JAM:W2F-017:19:1
my father 's great great grandfather #...# 	He was a spy [.] No he 's not	he was	my father 's great great grandfather #...# [.] Anyway about ...	ICE-PHL:S1A-077:259:1:B
my father's younger brother, the second son of my...	I looked closely at my uncle as they spoke. [.]	He was	my father's younger brother, the second son of my...	ICE-SGP:W2F-009:94:1
my father. 	...but one small thing: [.] I was to tell anyone who asked that	he was	my father. [.] As I remember, no one ever did.	ICE-JAM:W2F-013:48:1
my favourite </[> 	<}> <=> I </=> </}> liked Aquaman [.] <{> <[>	He was	my favourite </[> [.] <[> Ya you always mention that althoug...	ICE-CAN:S1A-075:219:1:B
my fireman for five and a half years <,> um 	take sam koromiko [.] oh you would n't know him	he was	my fireman for five and a half years <,> um [.] he asked me ...	ICE-NZL:S1A-007:25:1:G
my he was my seatmate and then he told me <,>...	...ou know what [.] When we took our LITERA One #..# he told me	he was	my he was my seatmate and then he told me <,>...	ICE-PHL:S1A-013:
my hero. 	...he workings of the court and also those of Indra's mind. [.]	He was	my hero. [.] In Vaikuntha , my brothers, the seven Angiras, ...	ICE-IND:W2F-012:75:1
my leader in my in that group i was in the same group...	...ins we have a orientation camp for all the freshmens [.] And	he was	my leader in my in that group I was in the same group...	ICE-HKG:S1A-049:500:1:A
my lord 	...ngs that our friend name Wilson was almost straight away [.]	He was	My Lord [.] Yes #,,#	ICE-GBR:S1B-063:15:1:C
my man, yes, was, i had been so sure of him before...	Waves of self-pity overwhelmed me. [.]	He was	my man, yes, was, I had been so sure of him before...	ICE-SGP:W2F-005:83:1
my only friend. 	...dshot eyes darted around like frightened little rabbits. [.]	He was	my only friend. [.] " I 'm going home," I said He looked at ...	ICE-SGP:W2F-014:13:1
my patient the children the children were my patients...	... 's no other man [.] So I I came across this man not because	he was	my patient the children the children were my patients...	ICE-PHL:S2A-032:138:1:A
my seatmate and then he told me <,> literature is not...	...at [.] When we took our LITERA One #..# he told me he was my	he was	my seatmate and then he told me <,> literature is not...	ICE-PHL:S1A-013:
n already #,,# turning his attention to other interests 	...that volume dealt specifically with prosodic theory #,,# [.]	He was	n already #,,# turning his attention to other interests [.] ...	ICE-GBR:S2B-049:13:1:A
n't 	...nation on the grounds that the interview was all #,,# uh [.]	He was	n't [.] He was n't #,,#	ICE-GBR:S1B-063:190:1:C
n't 	He was saying it was cheap [.] #...#	he was	n't [.] was he	ICE-GBR:S1A-099:361:2:B
n't #,,# 	He was n't [.]	He was	n't #,,# [.] I think to I think to be fair #,,# certainly my...	ICE-GBR:S1B-063:191:1:A
n't #...# 	... <@> Eto </@> left <?> when he </?> was escorted out	he was	n't #...# [.] And I suggest to you that that 's the reason #...	ICE-CAN:S2A-062:35:1:A
n't <,,> but er the ball was up there for him to drive...	...ge danger of him getting an edge and being caught behind [.]	he was	n't <,,> but er the ball was up there for him to drive...	ICE-NZL:S2A-011:36:1:B
n't <,> 	<[> #...# was French </[> </{> [.] No no	he was	n't <,> [.] But even if he was what does that have <}> <,> <...	ICE-CAN:S1B-040:134:1:A
n't </[<#> </{#> in on it was he 	<[#> Tommy had a party #...# </[<#> </{#> [.] <[#>	He was	n't </[<#> </{#> in on it was he [.] I do n't think he was i...	ICE-CAN:S1A-072:291:1:A
n't </[> 	<[> Right </[> </{> <,> [.] Right	he <{> <[> was	n't </[> [.] <[> He was </[> </{> lecturing	ICE-IRL:S1A-028:C
n't </[> </{> <,> like <,> that old 	<[> No [.] And	he was	n't </[> </{> <,> like <,> that old [.] Like sometimes you '...	ICE-CAN:S1A-074:247:1:B
n't </[> </{> a superhero 	<{> <[> Ya </[> [.] <[>	He was	n't </[> </{> a superhero [.] He has to #...# like punch peo...	ICE-CAN:S1A-075:169:1:A
n't </[> </{> he was n't in charge of it 	You 'd think <{> <[> that he would be </[> [.] <[> But	he was	n't </[> </{> he was n't in charge of it [.] He just put out...	ICE-IRL:S1A-067:D
n't <{> <[> going out </[> 	Did he [.]	He was	n't <{> <[> going out </[> [.] <[> She was going out </[> </...	ICE-IRL:S1A-046:B
