SORTED	LEFT	MATCH	RIGHT	ID
moment the at now 	...t of view it 's quite interesting <,,> [.] Now at the moment	we are	just uh blindly studying <,> regarding all the <,,> uh...	ICE-IND:S1A-090:4:1:B
moment uh particular this in concerned is japan as 	... as Japan is concerned in this particular uh moment	we are	discussing the uh decision of the Japanese authorities...	ICE-PHL:S1B-057:101:1:D
moments in 	...and we get out and stride along the sidewalk. [.] In moments	we are	at the cafe. [.] I open the glass door, but Ian hangs back.	ICE-CAN:W2F-007:29:1
month this in 	...ss of his / her Vocation & also of others. [.] In this month	we are	conducting  ` CRAFT ASSEMBLY'  . [.] Craft means an Art, tra...	ICE-IND:W1B-013:142:1
months 18 within due election an with but commons 	... Commons but , with an election due within 18 months ,	we are	entitled to hear his step-by-step approach to halt...	ICE-GBR:W2C-007:28:1
more less or more are we 	...Not bothered about </?> [.] We are more or less <,> more <,>	we are	more or less in a linguistic island you say <,> [.] <.> Ling...	ICE-IND:S1A-010:47:1:C
morning good 	Good morning	we are	group eleven and today we are going to discuss the...	ICE-HKG:S1B-011:1:1:A
morning since but 	Yeah <,> [.] But since morning	we are	not having hot water today [.] Aiyyo you know that <,>	ICE-IND:S1A-054:141:1:A
must i the obey to ourselves commit we when thus 	... . [.] Thus when we commit ourselves to obey the " I must, "	we are	under the guidance of the ethical ideal , that vision...	ICE-HKG:W2A-004:103:1
must we which of respect in troubling finds 	... finds troubling in respect of which we must	we are	afraid <,> oppose the application made by learned...	ICE-JAM:S2A-065:19:2:A
n't do we nothing 's that 	...nly three subjects <,> [.] That 's nothing <,> we do n't <,>	we are	not in touch with any of the patients <,> [.] Uhm <,>	ICE-IND:S1A-055:96:1:B
n't do we when us allow n't wo they study to want 	... want to study they wo n't allow us <,> when we do n't	we are	not at all interested you see they push us to study...	ICE-IND:S1A-052:214:1:A
nal l ker this in 	... to generate revenue for the campus. [.] In this Ker <l <nal	we are	going to look at the Academ ic Research that is now...	ICE-JAM:W2B-035:52:3
nation a as 	...e paths become narrower and narrower <,> [.] As a nation <,>	we are	going through rough times <,> [.] Nationalism often becomes ...	ICE-IND:S2B-040:52:1:A
nation one are we that proven have we definitely 	...sasters [.] Definitely we have proven that we are one nation	we are	able to rise up and we are able to host something of...	ICE-PHL:S2A-016:
nature are we that activity human our just love our 	... our love just our human activity that we are nature	we are	not just watchers of nature [.] We are nature itself	ICE-JAM:S2A-031:76:1:A
nay nay or aye aye be speech our all let 	...n be evident. [.] Let all our speech be aye aye, or nay nay,	we are	told in the New Testament. [.] The media chide spin-doctors ...	ICE-CAN:W1B-025:93:1
need in are we because that advocating not am i saying 	... saying I am not advocating that because we are in need	we are	to jump on this bandwagon but when persons are really...	ICE-JAM:S1B-040:126:1:E
nevertheless 	...g to talk down our economic performance <,> [.] Nevertheless	we are	experiencing slow down in in the retail and restaurant...	ICE-HKG:S2B-022:99:2:A
new quite anything saying not are we 	...s later <,> [.] We are not saying anything <,> quite new <,>	we are	again stating the same fact that we do n't have enough...	ICE-IND:S2A-023:84:1:A
newspaper the in everything have we but else something 	... something else but we have everything in the newspaper	we are	sort of to some extent specialist and in many ways...	ICE-SGP:S2A-023:X96:1:A
ngayon pero computers walang dati 	Even in computers [.] Dati walang computers pero ngayon	we are	developing more and more of this in different sizes...	ICE-PHL:S1B-004:36:1:A
nights at in turn we when 	... the hands of these gunmen. [.]  " When we turn in at nights	we are	wondering who will be the next victim." [.] As he spoke, he ...	ICE-JAM:W2C-012:44:2
nine at digit single says minister the when but half a 	... a half but when the Minister says single digit at nine	we are	not expecting under eighteen [.] This is from past experienc...	ICE-JAM:S1B-074:X96:1:A
nineties the in 	...dence<,> acquired wider acceptance<,> [.] In the nineties<,>	we are	awakening to the recognition<,> that if we squander...	ICE-JAM:S2B-044:45:1:A
niya concern first 	Thank you very much Mr uh bye [.] #..# First concern niya	we are	the one who make the project study and feasibility...	ICE-PHL:S1B-071:70:1:A
no 	...e veettukku poytturukkom Antha maathiri sonnaangalaam [.] No	we are	just going home [.] It seems they said that	ICE-SGP:S1A-087:277:1:A
no 	...o anything on this <,> so <,> we are not in GIS field [.] No	we are	[.] Because <,> we feel that uh the GIS <,> is not only for ...	ICE-HKG:S2A-057:107:1:A
no 	...rtuous life as a qualification for party membership. [.] No,	we are	not naming names. [.] But the Lakas national leadership can ...	ICE-PHL:W2E-002:32:2
no 	Do you get try and get anything typical [.] No	we are	[.] There must have been something that was	ICE-GBR:S1A-081:303:1:B
no 	There <,> [.] No	we are	<,,> [.] No no <,>	ICE-IND:S1A-047:264:1:B
no like 's she uhm ya 	...e she was looking for your brother [.] Ya uhm she 's like no	we are	just wanted to find out when it was [.] That is all	ICE-SGP:S1A-056:280:1:C
no no 	...e started dealing with your patients and all <,> ? [.] No no	we are	uh <,> just starting to face like [.] We are in first year <...	ICE-IND:S1A-090:13:1:B
no no saying 're they so good know you 	... you know <,> <{> <[> good <,> so they 're saying no no	we are	not coming <,> [.] Rasika's father was interested <,>	ICE-IND:S1A-098:370:1:A
no said khan ayub general kashmir attacked again 	... again attacked Kashmir <,> General Ayub Khan said " no	we are	not concerned with it <,> [.] The people of Kashmir has <,> ...	ICE-IND:S1B-024:56:1:C
no says again decs the the supposing 	...icient Mr President [.] Supposing the the DECS again says no	we are	relying on the D O J opinion uh if this <.> the </.>...	ICE-PHL:S1B-055:135:1:B
nonetheless but change little the explain to just is 	... is just to explain the little change but nonetheless	we are	very much assured the students are assured that things...	ICE-SGP:S2A-024:X97:2:B
normally 	Ya mean like he 's never done that lah [.] Normally	we are	quite sane [.] I mean how long	ICE-SGP:S1A-097:266:1:A
not are we uh 	That 's a very good question Kingsley [.] Uh we are not	we are	a non profit organization in in in in that sense but...	ICE-HKG:S1B-072:25:1:A
not are we we we 	...ou are you are going to vote for it too [.] We we we are not	we are	doing no such <,> uh thing at all <,> uh as uh back in...	ICE-HKG:S1B-042:34:1:B
not is this that say always i uhm know you 	I mean [.] You know uhm <,> I always say that this is not	we are	short temper [.] Or we are you know uh uhm likes uh bargaini...	ICE-HKG:S1A-075:1115:1:A
not or it believe and 	...ng is <,> red chillies <,> [.] And <,> believe it or not <,>	we are	going to use <,> sixty-four red chillies <,,> with two...	ICE-IND:S2A-051:22:1:A
not or it recognise we whether 	...es them against challenge [.] Whether we recognise it or not	we are	each of us I believe in this country intensely and...	ICE-GBR:S2B-036:10:1:A
not or whether decision a take to have investors think 	... think investors have to take a decision whether or not	we are	in this transition period [.] If they are they should either...	ICE-SGP:S1B-028:24:1:A
not we 	...d we do n't bother about what Goh CHok Tong wants [.] We not	we are	not bothered whether you want a big endorsement...	ICE-SGP:S2A-021:59:1:A
not why 	<[> That Kolhapur city </[> </{> [.] Why not	we are	making a programme that uh <,> for Panhala I think <,>...	ICE-IND:S1A-047:36:1:A
note pls 	...S AS V CAN GET THIS DONE AT A MUCH LOWER COST . [.] PLS NOTE	WE ARE	WILLING TO PAY US$4150 .00 FOR REPAIRING OF THESE...	ICE-HKG:W1B-026:85:7
notice i kasi heels inch one wear you if preferable is 	... is preferable if you wear one inch heels kasi I notice	we are	now <.> wear </.> most girls are wearing boys' shoes...	ICE-PHL:S2A-060:154:1:A
now 	... <,> Airlines Academy and uh <,,> in Delhi <,,> [.] Now <,,>	we are	<,> trying to constituent a team because we have been...	ICE-IND:S2A-012:93:1:C
now 	... days ago two or three possibly even five months ago [.] now	we are	supposed to believe that mister tito came to this man...	ICE-NZL:S2A-064:83:1:C
now 	... he was a valuable person to uh open our discussions [.] Now	we are	addressing uh questions to him [.] But in the uh interests o...	ICE-PHL:S1B-060:43:1:C
now 	...India for the sake of the smooth administration <,,> [.] Now	we are	running after the same <,> cultural <,> uh identity...	ICE-IND:S1A-005:50:1:A
now 	...They are no longer in operation<,,><{#><[#><,></[<#> [.] Now	we are	standing in conference room number four [.] Conference rooms...	ICE-JAM:S2A-051:X34:1:A
now 	...act of the MCH ( mother and child health) programme. [.] Now	we are	confronted with a figure of 929, indicating #...# a...	ICE-IND:W2B-013:43:1
now 	...at is not insubstantial <,> that is very substantial [.] Now	we are	<,> we 're achieving this by two means <,> [.] On one hand <...	ICE-IND:S1B-023:112:1:E
now 	...aware of do not become part of this world model okay [.] Now	we are	also limited by our language 'no uh [.] Like some of you may...	ICE-PHL:S2A-044:86:1:A
now 	...e were only twelve crimes subjected to death penalty [.] Now	we are	going overboard [.] We are going to the other extreme and we...	ICE-PHL:S2A-050:98:1:A
now 	...en work and family , instead of choosing leisure . [.] Now ,	we are	going to discuss the problem of why society always...	ICE-HKG:W1A-008:51:1
now 	...hem this fiscal year ending June nineteen ninety two [.] Now	we are	paying a lot of attention to uh Word Perfect because...	ICE-HKG:S2A-022:58:2:A
now 	...hwathana asana <,> and prasavika padastha asana <,,> [.] Now	we are	going <,,> into the way of doing <,> presenting this...	ICE-IND:S2A-055:60:2
now 	...iety and it was almost chic to adopt a black child . [.] Now	we are	realising that it might not have been in the best...	ICE-GBR:W2C-015:56:3
now 	...l Entertainment awards and you 're very welcome back [.] Now	we are	moving into our fifth category this evening [.] It is the ro...	ICE-IRL:S2B-034:C
now 	...llent and the hotel was great, except for the food. [.] Now,	we are	back in Kobe, experiencing our third winter season in...	ICE-PHL:W1B-008:83:2
now 	...ng up of what you have lost in the previous contract [.] Now	we are	in the difficult position where we negotiate a...	ICE-JAM:S1B-074:X80:1:A
now 	...rm , exam marking , and caring for elderly mothers ! [.] Now	we are	off to France tomorrow for 3 weeks , where I shall...	ICE-GBR:W1B-014:34:2
now 	...these five which came originally from these five [.] Now <,>	we are	asking <,> what are the properties of this data set [.] Ques...	ICE-IRL:S2A-046:A
now 	...track the first thing they see is a <,> cemetery <,> [.] Now	we are	slowly driving all the way up to the top of the...	ICE-HKG:S2A-030:163:1:A
now 	...ve in mind is to use reserves for particular purpose [.] Now	we are	not going to use ten billion of our reserves we start...	ICE-SGP:S1B-045:43:1:B
now 	...where less posts are available for the twenty people [.] Now	we are	saying in that particular instance that we are...	ICE-JAM:S1B-078:X10:1:A
now 	<[> Uhm </[> </{> [.] Now	we are	<,> uh mainly instituting civil proceedings <{> <[> so...	ICE-HKG:S1B-029:73:1:A
now 	Okay <,> [.] Now	we are	in the planting site and the first thing to do in when...	ICE-PHL:S2A-058:195:1:B
now 	Okay my code instructor code 2180 64 [.] Now	we are	going to do letters of credit today but before we move...	ICE-SGP:S1B-006:3:1:A
now 	We had to put the brakes on it . [.] Now	we are	telling councils to lease within a budget [.] • Turn to page...	ICE-GBR:W2C-009:25:1
now 	What is a young man [.] Now	we are	thinking of the <,> non-literary [.] We are not trying to ma...	ICE-HKG:S1B-019:140:1:A
now actually 	The parent should be called and [.] Actually now	we are	going to call the parents you know after the first...	ICE-IND:S1A-085:25:1:B
now and 	And I thank my constituents for their support [.] And now	we are	in this new style Legco which has for the first time...	ICE-HKG:S2A-033:57:1:A
now and formed been has two mendaki malays the help to 	... to help the Malays Mendaki two has been formed and now	we are	going in for Sinda to help the Indians And after we...	ICE-SGP:S2B-012:X132:1:A
now and here tsui sha tsim on still are we 	... we are still <,> on Tsim Sha Tsui here <,> and now <,>	we are	going to <,> Tsuen Wan <,> [.] Our first stop will be at Tsu...	ICE-HKG:S2A-024:11:1:A
now because possible 's that think i and reform for 	... for reform and I think that 's possible because now	we are	at the uh trade situation in Beijing as uh Jiang Zemin...	ICE-HKG:S1B-037:211:1:B
now buildings two these with familiar 're you okay 	...>#..# [.] Okay you 're familiar with these two buildings now	we are	going to this one [.] Aha	ICE-JAM:S2A-054:X89:1:D
now but 	... to go out <{#> <[#> you know </[<#> on your own [.] But now	we are	a kind of grown-up <{#> <[#> and </[<#> we can go down...	ICE-HKG:S1A-042:X38:1:Z
now but 	Ya ya so that was hilary #...# [.] But now	we are	quite happy [.] Now our model house is actually uh Sally and...	ICE-SGP:S1A-053:139:1:C
now but education in choice more parents and pupils 	... pupils and parents more choice in education , but now	we are	tied to the national curriculum , " he said . [.] He will wr...	ICE-GBR:W2C-002:9:1
now course of flight is it whether know to able 	... able to know <,,> whether it is flight of course now	we are	in a position [.] In those days <,> you can imagine in sixti...	ICE-IND:S1B-006:129:1:A
now even 	... have been notable glitches in that technology. [.] Even now	we are	still picking up the cost and enduring the concern...	ICE-JAM:W2B-039:10:1
now even that find you 	... countries are so far ahead<,> [.] You find that<,> even now	we are	faced with a greater problem<,> [.] Because at our<,> confer...	ICE-JAM:S1B-026:95:1:C
now increasingly that see you therefore so 	...#...# <,> [.] So therefore you see that increasingly now <,>	we are	getting into <,> more and more debts <,> and even the...	ICE-IND:S1B-054:41:1:A
now is it as but 	...these people came and then displaced us [.] But as it is now	we are	encouraging them to come back [.] So <}> <- > <.> e</.></-> ...	ICE-JAM:S1B-012:164:1:A
now know you 	...Further more penalties should be considered [.] You know now	we are	seriously thinking about smoky vehicles brought uh uh...	ICE-HKG:S1B-047:172:1:A
now know you 	There 's a big question you know what [.] You know now	we are	of course taking charge of this small diesel engine...	ICE-HKG:S1B-047:60:1:A
now know you said i 	... told as I said to them this morning [.] I said you know now	we are	reviewing the whole thing so whatever we decide now...	ICE-HKG:S2A-033:96:1:A
now like just know you that so 	...n't want them [.] So that <,> you know <,> just like <,> now	we are	<,> we are back to like you said <,> back to the home [.] So...	ICE-HKG:S1A-073:29:1:A
now okay 	...,> so we have a number of food spots#..#<,,> [.] Okay<,> now	we are	approaching<,> geography and geology<,> [.] This building ri...	ICE-JAM:S2A-059:X78:1:A
now right 	...<=> we</=> would n't dare to long to get there [.] Right now	we are	at the very earlier stages<{#><[#><,></[<#> of heading...	ICE-JAM:S2A-053:X59:1:D
now right 	...<}> uhm <=> from</=></}> Caribbean history<,,> [.] Right now	we are	in front of the administrative office which uh has two...	ICE-JAM:S2A-060:X77:2:B
now right 	And the operation is very simple <,,> [.] Right now	we are	going to move another raster image [.] Beside direct copying...	ICE-HKG:S2A-055:144:1:A
now right 	Right now	we are	here at inside the Aquarium <,> uhm Jackson and I are...	ICE-PHL:S1A-065:1:1:A
now right 	So this is America. [.] Right now,	we are	in the middle of fall. [.] This week is the height of the se...	ICE-PHL:W1B-013:70:2
now right and smog photochemical like pollution air 	... air pollution like photochemical smog and right now	we are	experiencing global climatic changes the greenhouse...	ICE-PHL:S2A-048:17:1:A
now right now right but 	...her boyfriend was Jamaican #...# [.] But right now right now	we are	on the outs and she titter-totters her hand to...	ICE-JAM:S2B-023:30:1:A
now right so 	...iefly where we are going to today okay #..# [.] So right now	we are	still <,> on Tsim Sha Tsui here <,> and now <,> we are...	ICE-HKG:S2A-024:11:1:A
now say us let 	Uhm [.] Let us say now	we are	talking I mean would would it would be more like uh...	ICE-SGP:S1A-071:66:1:B
now say we when 	...ean let let let 's be </[<#> fair Audrey [.] When we say now	we are	defining when a vacancy <{#> <[#> occurs </[<#> alright [.] ...	ICE-HKG:S1B-034:136:1:B
now since but difficulty much no had i and family 	... family and I had no much difficulty but since now	we are	staying seperately, we are very badly in the need of...	ICE-IND:W1B-022:19:1
now so 	...Cebu two hours by travel from Davao and Zamboanga [.] So now	we are	able to prioritize and uh sort of uh veer off from the...	ICE-PHL:S1B-027:2:1:A
now the so 	Ah [.] So the <,> now	we are	meeting on the evening itself <,> <{> <[> haan <,>...	ICE-IND:S1A-091:265:1:C
now well 	...is the Outaouais' own Museum of Civilization. [.] Well, now,	we are	not sure it is the Outaouais' own, for it may secretly...	ICE-CAN:W2E-001:79:3
now well 	Dear Mum - [.] Well, now	we are	having colder weather - I hope it does n't snow. [.] All tho...	ICE-CAN:W1B-001:3:1
nowadays 	...s was more advanced than what happens today . [.] Nowadays ,	we are	allowed to choose once every five years between one...	ICE-GBR:W2B-014:65:1
nowadays 	...ve been implemented outside the Corporate Area. [.] Nowadays	we are	all clobbered with an " energy charge" in addition to...	ICE-JAM:W2B-020:25:1
numbers the are seven six one 	...e twenty three point eight [.] One six seven are the numbers	we are	heading towards #..# [.] Welcome back to Taipo racecourse an...	ICE-HKG:S2A-004:45:1:A
objects the to history and background a us gave the 	... the gave us a background and history to the objects	we are	cataloguing. [.] From the kitchen in the museum, Mrs. Joan L...	ICE-IRL:W2D-020:E
obviously rights human on 	...that trade imbalance issue [.] On human rights <,> obviously	we are	all for human rights <,,> okay [.] No question about that <,...	ICE-HKG:S2A-028:59:1:A
obviously then institution this in culture research a 	... a research culture in this institution then obviously	we are	referring to the staff as well as the students within...	ICE-HKG:S2A-036:23:1:A
of because that say i i why is that because 	... <,,> because that is why I I say that <,> because of	we are	not used to that <,> because <,> we are traditionally...	ICE-IND:S1A-005:27:1:B
of point the on them with one at was i 	...s but not on that [.] I was at one with them on the point of	we are	not spending enough on training for employment and yes...	ICE-IRL:S2A-068:A
officers new in taking are we 	...ere 's still re-deployment [.] We are taking in new officers	we are	taking in new you know new employees at the at the...	ICE-PHL:S1A-085:45:1:B
often quit 	...deration the pragmatic aspect of inferences . [.] Quit often	we are	making inference largely based on our pragmatic...	ICE-HKG:W1A-020:103:1
oh 	And my pie crust cracked also [.] Oh	we are	being recorded are we [.] #...#	ICE-SGP:S1A-039:3:1:B
oh 	Nine overs to go as a matter of fact [.] Oh	we are	about to start over number forty-two HendyendyHendy...	ICE-JAM:S2A-003:28:1:A
oh 	we can make a start [.] oh	we are	starting [.] oh well thank you for coming ladies and sir and...	ICE-NZL:S2A-055:7:1:M
oh saying out form a you send they that saying in back 	... back in saying that they send you a form out saying oh	we are	renewing your grant for this year <,> and fill in the...	ICE-IRL:S1A-053:A
okay 	... lion</?> inside it 's the <?> lion's</?> court<,,> [.] Okay	we are	now approaching<,,> Preston Hall<,,> which is actually...	ICE-JAM:S2A-060:58:1:A
okay 	... take home salary is there <,> after deductions <,> [.] Okay	we are	having ten thousand salary or some two thousand is...	ICE-IND:S2A-036:29:1:A
okay 	...for Windows NT we think they are absolutely awesome [.] Okay	we are	we are really thrilled with the roll out plan of...	ICE-SGP:S2A-027:3:1:A
okay 	Are we on [.] Okay	we are	now back at the COMELEC [.] We just had some difficult probl...	ICE-PHL:S1B-032:54:1:C
okay 	Leonis is the Greek name for lion [.] Okay	we are	actually logged in already [.] Okay	ICE-SGP:S2A-054:73:3:C
okay 	So you know we are not spared lah [.] Okay	we are	not spared lah [.] Uhm nice to know that I am not alone in a...	ICE-SGP:S1B-077:93:1:B
okay 	What has been happening [.] Okay #...#	we are	still doing the same thing [.] No plans for changing job	ICE-SGP:S1A-035:182:2:C
okay audience as so 	...t 's <?> starts </?> okay intervenes [.] So as audience okay	we are	all very interested to learn more about this Zhou...	ICE-HKG:S1B-010:28:1:A
okay hmhm 	...<,> hopefully you hope to build for the future [.] Hmhm okay	we are	now in nineteen ninety-three #...# [.] The program in fact d...	ICE-JAM:S1B-021:30:1:A
okay that said they 	... reported to <,> sir and madam <,> [.] They said that okay "	we are	giving in writing that we 'll not trouble any teacher...	ICE-IND:S1A-085:34:1:B
old how on depending 	Things like that [.] Depending on how old	we are	my little brother et cetera [.] So we have to wonder why an ...	ICE-CAN:S2A-030:91:1:A
on going is that thing a is that since well say to 	... to say " well since that is a thing that is going on	we are	going to call Mento Calypso" [.] So<,> they went with it but...	ICE-JAM:S2A-029:61:1:A
on so and professor the approach we uh case the with 	... with the case uh we approach the professor and so on	we are	the ones #...# who get the blame [.] Yes yes	ICE-PHL:S1B-075:93:1:B
once but chin prof said remote seems this 	...mputer. [.] " This seems remote," said Prof Chin, " but once	we are	electronically linked to the rest of the world, such...	ICE-SGP:W2B-036:31:2
once that assumption the make we and 	... slavery<,> [.] And we make the assumption that once <}> <=>	we are	</=></}> now independent countries in the process of...	ICE-JAM:S2A-026:28:1:A
once that clear it makes year the reviewing yet and 	... and yet, reviewing the year makes it clear that once	we are	determined enough to achieve a certain target, we can...	ICE-IRL:W2D-019:A
one next a be inevitably will there and recession next 	... next recession and there will inevitably be a next one	we are	unlikely to have large employers' CPF contributions to...	ICE-SGP:S2B-033:93:3:C
one the is this 	...er and the third one is cause and effect [.] This is the one	we are	interested in cause and effect [.] Cause and effect again is...	ICE-PHL:S1B-008:56:1:A
ones only the are they indeed / / particular in 	...> [.] <[>in particular</[></{> indeed they are the only ones	we are	allowed to customs match and that i am seeking to...	ICE-NZL:S1B-037:43:1:J
ones only the are tracks rabbit and deer just far so 	...ts. [.] So far just deer and rabbit tracks are the only ones	we are	sure about, but there are lots of tracks that look...	ICE-CAN:W1B-003:24:1
ones the are who yet environment sustainable 	... sustainable environment <,> yet who are the ones	we are	making the decisions for [.] The children	ICE-CAN:S2B-036:19:1:E
operators uh of instead and section different the have 	... have the different section and instead of uh operators	we are	checking on <,> the different section we can compare...	ICE-HKG:S2B-041:51:1:A
options leisure-time of range whole a illustrating in 	...e. [.] In illustrating a whole range of leisure-time options	we are	opening up a wider consumer market. [.] Producers are laggin...	ICE-NZL:W2B-016:81:2
or 	...<,> I always say that this is not we are short temper [.] Or	we are	you know uh uhm likes uh bargaining something [.] But it 's ...	ICE-HKG:S1A-075:1116:1:A
or 	Yeah <,> [.] Or <,>	we are	trying to <,> really transform them <,> <{> <[> yeah...	ICE-IND:S1A-080:124:1:B
or be to suppose we and chinese are we know 	... know we are Chinese and <,> we suppose to be <,> or	we are	we are originally belongs to to the mainland the big...	ICE-HKG:S1A-073:28:1:A
or be will we uhm that is situation the 	...<,> [.] The situation<,> is that<,> uhm<,> we<,,> will be or	we are	hoping<,> to have Unit number four at Old Harbour...	ICE-JAM:S2B-002:65:2:B
or happy very are we and 	... and I <,,> uh sliding down <,> [.] And we are very happy or	we are	actually <,> proud of our state <,> <{#> <[#> uhm <,>...	ICE-IND:S1A-035:185:1:B
or month per hours twenty and hundred like something 	... something like hundred and twenty hours per month or	we are	expected to spend one twenty hours per month simply on...	ICE-HKG:S1B-042:45:1:B
or pattern that with continue n't ca we now 	...ive years. [.] "Now we ca n't continue with that pattern, or	we are	going to have an even larger army of unemployed." [.] Limite...	ICE-NZL:W2C-009:77:4
or resort first of court the be to got has that sir but 	... [.] But Sir that has got to be the court of first resort or	we are	going to end up with a society where children see...	ICE-JAM:S1A-096:19:1:A
or solved problem the get we until 	Nine or ten at night [.] Until we get the problem solved or	we are	too tired [.] I see	ICE-SGP:S1B-067:166:1:B
or that either 	How we going to do it [.] Either that or	we are	going to nurture it <}> <=> and</=></}> feed it until...	ICE-JAM:S1A-096:38:1:A
organisations private uh business all are we 	...spared okay [.] We are all business uh private organisations	we are	not spared but we have to be prudent huh like living...	ICE-SGP:S1B-077:96:1:B
otherwise crime of causes root the treat to have we 	... we have to treat the root causes of crime otherwise	we are	not ultimately going to come up with an improvement in...	ICE-CAN:S1B-058:44:1:A
our in firm are we 	...purpose and common action #...# [.] We are firm in our #...#	we are	firm in our common position [.] We reject an immoral change ...	ICE-PHL:S2B-023:31:1:A
our suppose 's let 	In what sense do you think that [.] Let 's suppose our	we are	Bengalis <,> and uh <,> some <,> there are some other...	ICE-IND:S1A-005:70:1:B
ourselves at laughing busy n't are we when and 	... and when we are n't busy laughing at ourselves,	we are	chuckling over the antics of those who lead us. [.] Differen...	ICE-PHL:W2B-010:55:1
out found we then years two the / after 	... after </[<#> the two years then we found <{#> <[#> out	we are	going to be </[<#> here another two years [.] And now is ano...	ICE-HKG:S1A-062:X294:1:Z
outreach the 	Let me know what you think. [.] The outreach	we are	doing is what they would like to highlight as the...	ICE-JAM:W1B-002:17:1
over world job the done have we 	...e not done the job [.] We have done the job #...# world over	we are	being praised <,> for effective control of this plague...	ICE-IND:S1B-058:86:1:B
overall 	...r useful estimation clearly become far greater. [.] Overall,	we are	endeavouring to further the cause of higher quality...	ICE-NZL:W2A-032:141:1
overcome how brilliant how 	...r part in #..# Agnes of God. [.] How brilliant, how overcome	we are	with envy and joy at your opportunity. [.] To my knowledge, ...	ICE-NZL:W1B-008:100:2
paper research exam an not the is this paper your 	... your paper" This is the not an exam research paper	we are	asked to do " I really enjoy your paper It 's original...	ICE-SGP:S1A-079:X319:2:D
part in and years previous in than lower lot a been 	... been a lot lower than in previous years and in part	we are	driven by a lot of uncertainty on the one side and...	ICE-SGP:S1B-028:6:1:B
part our for 	...get their hands on the drugs", he added. [.] " For our part,	we are	going to do our best to keep the pressure up to stop...	ICE-SGP:W2C-013:66:3
part our for obviously so 	...l seek to use the rolling maul [.] So obviously for our part	we are	going to put it wide and the underfoot the conditions...	ICE-IRL:S2A-014:B
parts these of suppliers of identities the 	...ope and Japan [.] The identities of suppliers of these parts	we are	instructed cannot be disclosed at this stage as it may...	ICE-SGP:S2A-070:60:1:A
party same the support we if as / / seem 	... <}> <+>seem</+></}> as if we support the same party,	we are	from the same parish and who knows, we may just get to...	ICE-JAM:W1B-023:17:1
party small a is mine uh that say n't wo i all of 	... of all I wo n't say that uh mine is a small party	we are	medium size we 've got five Legco members <{#> <[#>...	ICE-HKG:S1B-030:180:1:A
path federal the down going not 're we 	...e not doing<,> [.] We 're not going down the federal path<,>	we are	not retracing federation<,> which may have had its...	ICE-JAM:S2B-043:62:2:B
pathology spine treating in capability our knowing 	...URE [.] Knowing our capability in treating spine pathology ,	we are	trying to get more recognition , and perhaps a fairer...	ICE-HKG:W2A-021:180:2
peace relative of time a at are we 	...ng our sound judgment [.] We are at a time of relative peace	we are	not a country at war [.] But we should not let this lull us ...	ICE-PHL:S2B-034:21:1:A
people intelligent very and states of variety a has 	... has a variety of states and very intelligent people	we are	<,> [.] I can tell you <,,> because I have seen many people ...	ICE-IND:S2A-028:13:1:A
people many how exactly know we we then 	... year in advance [.] Then we we know exactly how many people	we are	recruiting over the next three years how our...	ICE-SGP:S2A-045:26:1:A
people our 	and because we are [.] our people	we are	our grandparents [.] we are our tipuna	ICE-NZL:S1B-045:23:1:I
people religious a not 're we no 	... Mhm</[<#></{#> [.] No we 're not a religious people <{> <[>	we are	servants of God</[> [.] <[> Explain to me</[></{>	ICE-JAM:S1B-038:195:2:D
people the are they 	...'ve been working for eighteen months [.] they are the people	we are	wanting to catch <{><[>and take to court</[> [.] <[>benefici...	ICE-NZL:S1B-040:9:1:J
perhaps 	...do not understand the exact meaning of a map <,> [.] Perhaps	we are	not sure what a map conveys <,> or what a map is...	ICE-IND:S2B-032:3:1:A
perhaps 	...ing a forum which allowed people to participate. [.] Perhaps	we are	eventually reaching the conclusion that we in Northern...	ICE-IRL:W2B-011:B
period short the in so 	...,> variable factors of production [.] So in the short period	we are	keeping the fixed factor as <,> unchanged [.] Because just n...	ICE-IND:S1B-020:77:1:A
periods longer for 	...answers that seem intuitively right. [.] For longer periods,	we are	not so sure"</X (Hardin, 1981, p.224). [.] There are many dr...	ICE-NZL:W2A-018:91:1
person same the be could it 	Supervisor [.] It could be the same person	we are	talking about but in different terms [.] These are discreet ...	ICE-JAM:S1B-073:X141:1:A
perverse are we sometimes 	...en expression to <,,> [.] Sometimes <,,> we are perverse <,>	we are	praying <,,> Vinayak <,,> [.] In what manner <,> ?	ICE-IND:S2B-031:183:1:A
pesticides and pollutants water and air more to 	... to more air and water pollutants and pesticides,	we are	generating more free radicals in our bodies, so it is...	ICE-CAN:W2C-007:33:2
phase last the and 	And the last phase <,> [.] And the last phase <,,>	we are	in total contact with the patients <,,> clinical <,>...	ICE-IND:S1A-055:109:1:B
philippines the in we 	...lipino family and the Asian family [.] We in the Philippines	we are	a poor country but rich indeed in religious faith but...	ICE-PHL:S2B-037:40:1:A
physics passed 've we that now and 	...y stand#..#<,,> [.] And now that we 've passed<,> physics<,>	we are	heading into biochemistry which is basically #...#...	ICE-JAM:S2A-059:X98:1:A
place its in year new the until postponed being is 	... is being postponed until the new year; in its place	we are	offering a series of four wine and supper evenings...	ICE-IRL:W1B-018:G
places every from places every every have we 	... we have <,,> every every places <,> from every places	we are	having each and <,,> many of the boys they are <,,>...	ICE-IND:S1A-061:38:1:A
